0,1
4,101
13,201
23,302
33,401
44,501
55,602
67,702
79,802
90,903
102,1003
114,1103
125,1204
137,1304
150,1404
163,1506
175,1606
189,1707
201,1807
213,1907
226,2008
238,2108
251,2208
263,2309
276,2409
288,2509
300,2610
312,2710
326,2810
338,2911
351,3011
363,3111
376,3212
389,3312
402,3412
415,3513
427,3614
439,3715
453,3815
464,3915
477,4016
491,4116
503,4216
515,4317
528,4417
540,4517
552,4618
563,4718
576,4818
587,4919
600,5019
611,5120
622,5220
633,5320
644,5421
655,5521
667,5621
677,5723
688,5823
699,5923
710,6024
720,6124
730,6224
741,6325
751,6425
762,6525
773,6626
783,6726
793,6827
803,6927
813,7027
824,7128
834,7228
844,7328
857,7429
867,7529
877,7629
888,7730
899,7830
911,7931
922,8032
935,8132
947,8232
959,8333
970,8433
981,8534
991,8634
1004,8734
1015,8835
1026,8935
1037,9035
1048,9136
1059,9236
1069,9337
1079,9438
1089,9538
1098,9638
1109,9739
1119,9839
1129,9939
1139,10040
1156,10140
1182,10242
1209,10342
1236,10442
1264,10543
1292,10643
1320,10743
1348,10844
1378,10945
1406,11045
1436,11146
1465,11246
1494,11346
1523,11447
1553,11547
1583,11649
1611,11749
1642,11849
1671,11950
1699,12050
1729,12150
1759,12251
1790,12352
1818,12452
1846,12553
1874,12653
1904,12753
1934,12854
1962,12954
1991,13056
2019,13156
2047,13256
2077,13357
2106,13457
2135,13557
2163,13658
2192,13758
2222,13859
2252,13960
2284,14060
2312,14160
2341,14261
2373,14361
2401,14461
2432,14563
2463,14663
2492,14764
2522,14864
2550,14964
2579,15065
2609,15165
2638,15266
2667,15367
2696,15467
2725,15567
2756,15668
2785,15768
2815,15868
2844,15970
2872,16070
2902,16171
2932,16271
2961,16371
2989,16472
3019,16572
3049,16673
3077,16774
3105,16874
3134,16974
3162,17075
3190,17175
3220,17275
3248,17376
3278,17477
3306,17577
3336,17678
3365,17778
3394,17879
3423,17979
3453,18079
3481,18181
3511,18281
3539,18381
3570,18482
3599,18582
3629,18682
3659,18783
3688,18884
3718,18984
3746,19085
3776,19185
3804,19286
3832,19386
3863,19486
3894,19588
3923,19688
3956,19788
3985,19889
4015,19989
4046,20089
4077,20191
4114,20291
4154,20391
4192,20492
4230,20592
4268,20692
4305,20793
4345,20894
4383,20995
4422,21095
4460,21195
4498,21296
4536,21396
4573,21496
4609,21597
4647,21698
4684,21798
4722,21899
4760,21999
4798,22099
4838,22200
4875,22300
4911,22402
4950,22502
4987,22602
5024,22703
5063,22803
5101,22903
5138,23004
5177,23105
5215,23205
5252,23306
5290,23406
5329,23506
5367,23607
5405,23707
5445,23809
5484,23909
5522,24009
5560,24110
5598,24210
5636,24310
5672,24411
5711,24512
5749,24612
5786,24713
5826,24813
5864,24913
5902,25014
5941,25114
5980,25216
6019,25316
6058,25416
6096,25517
6134,25617
6171,25717
6208,25818
6246,25919
6287,26019
6325,26120
6364,26220
6401,26320
6438,26421
6476,26521
6516,26621
6553,26723
6592,26823
6630,26924
6670,27024
6710,27124
6746,27225
6786,27325
6826,27426
6864,27527
6901,27627
6938,27727
6977,27828
7015,27928
7053,28028
7090,28130
7128,28230
7165,28331
7201,28431
7241,28531
7279,28632
7317,28732
7355,28833
7395,28934
7434,29034
7471,29134
7508,29235
7548,29335
7586,29435
7623,29537
7660,29637
7698,29737
7739,29838
7776,29938
7814,30039
7852,30140
7881,30240
7899,30341
7913,30441
7926,30541
7938,30642
7950,30742
7963,30843
7974,30944
7985,31044
7995,31144
8007,31245
8019,31345
8030,31446
8041,31547
8051,31647
8062,31748
8072,31848
8083,31948
8094,32049
8105,32149
8116,32249
8127,32351
8138,32451
8148,32551
8158,32652
8168,32752
8179,32852
8189,32953
8199,33054
8209,33155
8219,33255
8230,33355
8241,33456
8252,33556
8263,33656
8273,33758
8285,33858
8296,33958
8307,34059
8319,34159
8329,34259
8341,34360
8352,34461
8363,34562
8374,34662
8387,34762
8398,34863
8410,34963
8422,35063
8434,35164
8446,35265
8459,35365
8470,35466
8482,35566
8492,35666
8503,35767
8514,35867
8524,35969
8535,36069
8546,36169
8558,36270
8568,36370
8580,36470
8590,36571
8600,36672
8610,36772
8621,36873
8631,36973
8641,37073
8651,37174
8662,37274
8672,37376
8682,37476
8694,37576
8707,37677
8718,37777
8729,37877
8739,37978
8751,38079
8762,38179
8773,38280
8784,38380
8794,38480
8807,38581
8818,38681
8828,38782
8838,38883
8849,38983
8860,39084
8870,39184
8882,39284
8895,39385
8906,39485
8917,39586
8928,39687
8939,39787
8950,39887
8961,39988
8972,40088
8982,40189
8998,40290
9024,40390
9051,40491
9078,40591
9108,40691
9135,40792
9163,40893
9192,40993
9220,41094
9249,41194
9278,41294
9307,41395
9336,41495
9365,41596
9395,41697
9426,41797
9454,41897
9485,41998
9513,42098
9544,42199
9574,42300
9602,42400
9631,42501
9661,42601
9689,42701
9719,42802
9748,42902
9777,43003
9808,43104
9837,43204
9867,43304
9896,43405
9924,43505
9953,43606
